USER,SCORE,ORIGINAL,CHECKED,SENT_SCORE,PN
jih****,5,쌀케이크가 이렇게 맛있다니 다음에 또 오려구요 ,쌀 케이크가 이렇게 맛있다니 다음에 또 오려고요,1,1
JINHWA,4.5,사람 짱많아용,사람 짱 많아요,1,1
wld****,5,최고에요 꼭 전메뉴 도전,최고예요 꼭 전 메뉴 도전,1,1
lov****,5,강 력 추 천 해 요,강 력 추 천 해 요,-1,1
뿌잉,3.5,커피는 쏘쏘 백설기 케이크는 퐁신퐁신 담백한데 단맛이 많은편,커피는 쏘 쏘 백설기 케이크는 퐁신퐁신 담백한데 단맛이 많은 편,-1,0
먹찌,5,케이크 짱맛,케이크 짱맛,1,1
kitten1994,3.5,맛있는데 가격이비싸요,맛있는데 가격이 비싸요,0,0
드,5,초코 다쿠아즈 넘 달고 맛나요,초코 다쿠아즈 너무 달고 맛나요,1,1
wkd****,5,맛나요,맛나요,1,1
sal****,5,맛있어요,맛있어요,1,1
짜장조아해,3,그냥 무난해요 백설기케이크가 많이 느끼했어요,그냥 무난해요 백설기 케이크가 많이 느끼했어요,0,0
예로미,4.5,이것도 맛있어요 ,이것도 맛있어요 ,1,1
예로미,4.5,맛있다요 너무너무 ,맛있어요 너무너무 ,1,1
김정현,5,초코얼그레이케이크가 진짜 맛있었어요,초코 얼그레이 케이크가 진짜 맛있었어요,1,1
mer****,5,사람이 많아요 쌀케이크가 유명하다는데 다쿠아즈는 쏘쏘,사람이 많아요 쌀 케이크가 유명하다는데 다쿠 아이즈는 쏘 쏘,-1,1
FLORA,2,대기시간있어서 50분 기다리다가 먹었어요 음료는 기대하지마세요 자몽에이드시켜는데 진하지도않고 거의 자몽물이고블루베리요거트는 베리는 들어갔는데 밍밍 맛그리고 얼음 다 갈리지도않아 이로 뿌셔먹었어요 진짜 디저트 만 포장해서 드실 분만 추천합니다 그게 제일 맘 편해요 자리도 협소하고 옆 사람들 얘기하는거 너무 잘들려서 불편해요오래 기다린 만큼 편안하게 공간 만들어주셨으면 좋겠어요,대기시간 있어서 50분 기다리다가 먹었어요 음료는 기대하지 마세요 자몽에이드 시 켜는데 진하지도 않고 거의 자몽 물이고 블루베리 요구르트는 베리는 들어갔는데 밍밍 맛 그리고 얼음 다 갈리지도 않아 이로 부숴 먹었어요 진짜 디저트 만 포장해서 드실 분만 추천합니다 그게 제일 맘 편해요 자리도 협소하고 옆 사람들 얘기하는 거 너무 잘 들려서 불편해요 오래 기다린 만큼 편안하게 공간 만들어주셨으면 좋겠어요,3,0
콩알님,1,불친절함 문열고 들어갔더니 손님 나 하나였는데 인사도 없고 힐끔보더니 자기할 일 하는 카운터 직원의 태도 어이없었음 인스타 관리 잘 해서 장사 잘되면 직원관리 안해도 되나,불친절함 문 열고 들어갔더니 손님 나 하나였는데 인사도 없고 힐끔 보더니 자기 할 일 하는 카운터 직원의 태도 어이없었음 인스타 관리 잘 해서 장사 잘되면 직원관리 안 해도 되나,-1,0
seul,3,비건케익이라는데 안믿길정도로 맛있고 포만감도 있었어요 에이드는 너무 달지 않고 맛있었는고 티도 향이 진했는데 티 마시는건 좀 아쉬울 것 같아요 그리고 사장님 정말 친절하셔요 근데 알바생은 정말 역갑질처럼 대응하시더라구요 진열장에 없길래 못먹느냐고 조심스럽게 여쭤봤는데 당연하걸 왜 묻냐는 식으로 대답하셔서 그냥 말문이 막혔어요 그건 좀 기분이 많이 상했습니다,비건 케이크라는데 안 믿길 정도로 맛있고 포만감도 있었어요 에이드는 너무 달지 않고 맛있었는고 티도 향이 진했는데 티 마시는 건 좀 아쉬울 것 같아요 그리고 사장님 정말 친절하셔요 근데 아르바이트생은 정말 역 갑질처럼 대응하시더라고요 진열장에 없길래 못 먹느냐고 조심스럽게 여쭤봤는데 당연하건 왜 묻냐는 식으로 대답하셔서 그냥 말문이 막혔어요 그건 좀 기분이 많이 상했습니다,2,0
Lks,3,가격대비 맛은 소소,가격 대비 맛은 소소,0,0
yuguo506,5,음료도 너무 맛있고 분위기도 좋고 화장실도 깨끗하고 아주 좋았어요,음료도 너무 맛있고 분위기도 좋고 화장실도 깨끗하고 아주 좋았어요,3,1
먼지벌레,5,다쿠아즈 굿,다쿠아즈 굿,1,1
swi****,4.5,떡 케익 먹어보고 싶었는데 금요일이여서 그런지 대기도 많고 품절이더라구오 그래서 너무 아쉬웠어요 또 생각보다 문 닫는 시간이 빨라서 아쉬워요  그래도 카페가 감성적이라 좋아요,떡 케이크 먹어보고 싶었는데 금요일이어서 그런지 대기도 많고 품절이더라고 오 그래서 너무 아쉬웠어요 또 생각보다 문 닫는 시간이 빨라서 아쉬워요  그래도 카페가 감성적이라 좋아요,0,1
vyo****,5,케잌이 입에서 살살 녹아요 초 킬수 있게 해주셔서 감사합니다,케이크가 입에서 살살 녹아요 초 킬 수 있게 해주셔서 감사합니다,0,1
콩고물,5,소소하게,소소하게,0,1
박성희,5,쌀케이크 맛집이예요  갈때마다 만족하고 돌아옵니당,쌀 케이크 맛집이에요  갈 때마다 만족하고 돌아옵니다,2,1
엘류,5,다쿠아즈 다시 사러왔어요,다쿠아즈 다시 사러 왔어요,0,1
유솜솜,3,맛있는지는 잘 모르겠어요  비싼 느낌이 있고 앉을 곳도 별로 없고 소파있는 곳은 이미 엉덩이 자국이 날정도로 닳아있어요,맛있는지는 잘 모르겠어요  비싼 느낌이 있고 앉을 곳도 별로 없고 소파 있는 곳은 이미 엉덩이 자국이 날 정도로 닳아있어요,-1,0
hardwell,5,너무너무맛있는이집 쌀케이크 쌀식빵 다쿠아즈까지 먹으면 속이 편하고 맛은 덤인거 같습니다,너무너무 맛있는 이 집 쌀 케이크 쌀 식빵 다쿠아즈까지 먹으면 속이 편하고 맛은 덤인 거 같습니다,2,1
lapping,5,너무 맛있어요,너무 맛있어요,1,1
김지은,5,옛 주택을 개조해서 만든 가게 분위기 너무 좋고 무엇보다 케이크가 달지 않고 너무 좋다 쌀케이크라서 그런지 떡빵의 중간식감 폭신한 느낌이다,옛 주택을 개조해서 만든 가게 분위기 너무 좋고 무엇보다 케이크가 달지 않고 너무 좋다 쌀 케이크라서 그런지 떡 빵의 중간식 감 폭신한 느낌이다,3,1
Eunae,5,케이크 너무 부드럽고 맛있어요,케이크 너무 부드럽고 맛있어요,2,1
sun****,5,아기자기하고 좋네요,아기자기하고 좋네요,1,1
하니,5,맛있네요,맛있네요,1,1
naninu,5,새로운 곳으로 가보았는데 분위기가 더 좋아졌어요,새로운 곳으로 가보았는데 분위기가 더 좋아졌어요,2,1
엘류,5,다쿠아즈 강추입니다,다쿠아즈 강추입니다,1,1
영혼의향기,5,찾기 좀 힘들지만 그만큼 찾으면 보람있는 좋은 카페 20대 여자분들 많이 오고 쌀 기반의 케이크들이 맛있음,찾기 좀 힘들지만 그만큼 찾으면 보람 있는 좋은 카페 20대 여자분들 많이 오고 쌀 기반의 케이크들이 맛있음,1,1
부산김씨,3,장소는 예쁘나 공간이 좁아서 얘기하기 힘듬 그리고 답답한 느낌이 커서 조금 아쉬움,장소는 예쁘나 공간이 좁아서 얘기하기 힘듦 그리고 답답한 느낌이 커서 조금 아쉬움,-2,0
부산김씨,3,장소가 좁았지만 케이크맛은 좋아요,장소가 좁았지만 케이크 맛은 좋아요,1,0
카우투,5,쌀케이크는 처음 먹어보는데 쉬폰같이 부드럽고 입에서 살살 녹아요,쌀 케이크는 처음 먹어보는데 시폰같이 부드럽고 입에서 살살 녹아요,1,1
정,5,호박라떼랑 얼그레이설기 맛있어요 근데 웨이팅,호박 라테랑 얼 그레 이설 기 맛있어요 근데 웨이팅,1,1
아이,5,맛있어요 쌀로 만든 베이커리는 처음 먹어보는데 맛있어요 사람이 많아 매장에서 먹는것은 대기해야 해서 테이크아웃 했어요,맛있어요 쌀로 만든 베이커리는 처음 먹어보는데 맛있어요 사람이 많아 매장에서 먹는 것은 대기해야 해서 테이크아웃 했어요,2,1
아인즈,5,부드러운 떡케이크 여기서는 1인 1케이크 하셔야 합니다,부드러운 떡케이크 여기서는 1인 1케이크 하셔야 합니다,1,1
무무,5,티가 찐하고 케이크가 정말 부드러워요,티가 찐하고 케이크가 정말 부드러워요,1,1
방토,5,분위기도 좋고 다쿠아즈도 맛있어요,분위기도 좋고 다쿠 아주도 맛있어요,2,1
hjo****,5,너무 맛있어요,너무 맛있어요,1,1
9th****,5,쌀케이크 처음 먹어보는데 완전 맛있어요,쌀 케이크 처음 먹어보는데 정말 맛있어요,1,1
정현아,5,유명한 이유가 있네요 넘 맛있게 잘 먹었어요,유명한 이유가 있네요 너무 맛있게 잘 먹었어요,2,1
dhl****,5,맛있어요,맛있어요,1,1
히야,5,주문한 홀 케이크백설기 쌀케쿠도 쌀다쿠아즈도 너모 맛있어요 호불호가 조금 갈리긴하지만 찐한 우유맛 꿀떡꿀떡 넘어가는 사르르한 식감 좋아하면 아쎄이호 유쎄이호 할 수 있음,주문한 홀 케이크 백설기 살케 쿠도 쌀 다쿠 아주도 너모 맛있어요 호불호가 조금 갈리긴 하지만 찐한 우유맛 꿀떡꿀떡 넘어가는 사르르 한 식감 좋아하면 아세 이호 유세 이호 할 수 있음,3,1
사람,5,더더 맛있어지고 예뻐진 소소하게,더더 맛있어지고 예뻐진 소소하게,2,1
아인즈,5,쌀케이크가 부드럽고 느끼하지 않습니다 유자몽에이드는 끝맛이 써서 비추,쌀 케이크가 부드럽고 느끼하지 않습니다 유자 몽의 이 드는 끝 맛이 써서 비추,0,1
아이니,5,재오픈한 소소하게를 방문했습니다 너무 맛있는 쌀케이크를 먹고 싶다면 이 곳으로 오세요,재오픈한 소소하게를 방문했습니다 너무 맛있는 쌀 케이크를 먹고 싶다면 이곳으로 오세요,1,1
simple24,5,너무 맛있어요 단골이예요,너무 맛있어요 단골이에요,2,1
Sarah,5,케이크 너무 부드러워요,케이크 너무 부드러워요,1,1
happy퀸,5,좋아요,좋아요,1,1
jiyea1234,5,좋아요,좋아요,1,1
gamja73kr,5,말해 뭐하나요,말해 뭐 하나요,-1,1
숨쉬다,5,넓고 쾌적하고 시원하고 좋아요 공부하시는 분들이 많아 자리가없네요,넓고 쾌적하고 시원하고 좋아요 공부하시는 분들이 많아 자리가 없네요,1,1
진,5,좋아요,좋아요,1,1
뿌잉아잉123,5,매장 넓고 케이크종류 다양하고 맛있어요,매장 넓고 케이크 종류 다양하고 맛있어요,1,1
pearl,5,좋아요,좋아요,1,1
pearl,5,좋아요,좋아요,1,1
dlc****,4.5,맛있어요,맛있어요,1,1
정슬기,5,9시 넘어서도 사람이 많았어요 직원들도 친절하십니다,9시 넘어서도 사람이 많았어요 직원들도 친절하십니다,1,1
one****,5,좋아요,좋아요,1,1
Moca,5,조용하게 마시기 좋습니다,조용하게 마시기 좋습니다,1,1
spo****,5,좋아요,좋아요,1,1
하늘이 엄마,4.5,사람이 많은거 빼고 좋아요 좋아하는 케이크 갈때마다 있어서 좋습니다 ,사람이 많은 거 빼고 좋아요 좋아하는 케이크 갈 때마다 있어서 좋습니다 ,3,1
alghk0410,5,푸딩맛나요 보들보들,푸딩 맛나요 보들보들,1,1
alghk0410,5,넓고 쾌적해요 직원분들 짱 친덜해서 기분좋네요 케잌도 맛나고 커피맛도 좋아요,넓고 쾌적해요 직원분들 짱 친 덜해서 기분 좋네요 케이크도 맛나고 커피 맛도 좋아요,5,1
첼리나,5,맛있어요,맛있어요,1,1
jis****,3.5,첫 방문 굿 짱짱,첫 방문 굿 짱짱,2,0
벰베로베라,4.5,저저녁엔사람도마니없고한가해서 좋았습니다,저 저녁엔 사람도 많이 없고 한가해서 좋았습니다,0,1
red****,3.5,좋아뇨,좋아요,1,0
앨시타,5,아침마다 들르는데 항상 친절하고 좋아요,아침마다 들르는데 항상 친절하고 좋아요,2,1
bil****,5,감사합니다,감사합니다,1,1
축복만이,5,좋아요,좋아요,1,1
루비,5,좋아요,좋아요,1,1
9052,5,직원들이 친절하고 까다롭지 않아서 마음이 편하네요,직원들이 친절하고 까다롭지 않아서 마음이 편하네요,1,1
지코바바바,5,조아여,좋아여,1,1
마띠에르,5,말해무엇,말해 무엇,-1,1
베리이이,5,친절해요,친절해요,1,1
쏭쏭,5,친절해요,친절해요,1,1
완소림,5,뇸뇸뇸,뇸뇸뇸,0,1
pearl,5,좋아요,좋아요,1,1
두형,3,쏘쏘,쏘 쏘,-1,0
윤지,5,마싯러요,마시러요,0,1
요롤로로,5,굿,굿,1,1
호돌킴,5,친절해요,친절해요,1,1
lov****,5,친절,친절,1,1
kev****,5,좋아요,좋아요,1,1
hjw2v2,5,굳,굿,1,1
yahoopjh,3.5,크랜베리 치즈 샌드위치 맛있어용,크랜베리 치즈 샌드위치 맛있어요,1,0
pearl,5,좋아요,좋아요,1,1
마띠에르,5,카드가 예쁜게 없음,카드가 예쁜 게 없음,0,1
또코,3,좋아요,좋아요,1,0
펭수좋아,5,달달하게 친절하심,달달하게 친절하심,1,1
심지,5,자주 이용하는 곳입니다,자주 이용하는 곳입니다,1,1
Haaaaaappy,5,친절하고 좋았어요,친절하고 좋았어요,2,1
박쮜,5,좋아요,좋아요,1,1
곰,2.5,너무 시끄럽고 화장실 상태 최악,너무 시끄럽고 화장실 상태 최악,-2,0
로모,5,맛있어요,맛있어요,1,1
핀사랑,5,커피는 역시 스벅,커피는 역시 스타벅스,0,1
nodiet,5,친절해용,친절해요,1,1
4987538,5,깔끔하고 좋아요 맛있어요 ,깔끔하고 좋아요 맛있어요 ,3,1
붉은콩,5,좋아요,좋아요,1,1
양인지,4.5,포레스트 콜드부루 마닜옹,포레스트 콜드 부루 마닜옹,0,1
프로필수정선생님,5,친절해요,친절해요,1,1
Nahyun301,5,넓어서좋아요,넓어서 좋아요,1,1
lol803lol,3.5,사람 많음,사람 많음,0,0
smnale,1,일회용품 최대한 안쓰려고 큐브케익 박스에 말고 그냥 망가져도 되니 종이에 달라고했는데 두번에나 포장에 이미 포장되있는빵도 또 종이봉투에 넣고 싸주시고 포크도 필요없다했는데 포크 물티슈 종이봉투까지 친절히 다주셨네요,일회용품 최대한 안 쓰려고 큐브 케이크 박스에 말고 그냥 망가져도 되니 종이에 달라고 했는데 두 번에 나 포장에 이미 포장돼있는 빵도 또 종이봉투에 넣고 싸주시고 포크도 필요 없다 했는데 포크 물티슈 종이봉투까지 친절히 다 주셨네요,0,0
jj4750,5,굿,굿,1,1
yahoopjh,3,카드사러갔는데 종류가 두개뿐,카드 사러 갔는데 종류가 두 개뿐,0,0
만두,5,좋아요,좋아요,1,1
Ren,5,좋아욥,좋아욥,1,1
케이트,5,맛있어요,맛있어요,1,1
SS,5,굿,굿,1,1
답게 살자,1.5,픽업하는 사람들 대기하는 간이의자도 구비했으면 죽치고 앉어 있는 사람들만 배려하지 말구,픽업하는 사람들 대기하는 간이의자도 구비했으면 죽치고 앉아 있는 사람들만 배려하지 말고,0,0
zaz****,5,좋으다좋으다 이리맛있을줄이야,좋다 좋다 이리 맛있을 줄이야,3,1
줄리아,4.5,굿,굿,1,1
랄랄라라,5,좋아요,좋아요,1,1
또코,3,좋아요,좋아요,1,0
남이,4.5,맛있어요 ,맛있어요 ,1,1
Ren,5,굿굿,굿굿,2,1
LSZIN,4.5,친절하고 쾌적해요,친절하고 쾌적해요,2,1
꿀재미빅재미,5,공간 독특하고 조아요,공간 독특하고 좋아요,1,1
yahoopjh,5,조용해서 공부하러오기 딱 좋아요,조용해서 공부하러 오기 딱 좋아요,1,1
뿌에엥,5,좋아용 ,좋아요,1,1
깨비,3,굿,굿,1,0
노원구사무국장,5,좋아요,좋아요,1,1
채송,3,굿,굿,1,0
아이다,5,잠 확깨는 음료예요,잠 확 깨는 음료예요,0,1
ssm****,5,맛나요,맛나요,1,1
hon****,4.5,좋아요,좋아요,1,1
은쪼리v,5,좋아요,좋아요,1,1
누리링,5,조아요,좋아요,1,1
ant****,4.5,Good,굿,1,1
00mj76,3.5,친절하고 맛나요,친절하고 맛나요,2,0
TROM,3,넓은데 좌석은 좀 불편해요,넓은데 좌석은 좀 불편해요,-1,0
hon****,4.5,조아요,좋아요,1,1
rladusejr,5,좋아요,좋아요,1,1
친절한순이씨,5,좋아요,좋아요,1,1
핑퐁루루,5,굿굿,굿굿,2,1
흠큼큼,4.5,친절하고 좋아요,친절하고 좋아요,2,1
fuc****,3,보통,보통,0,0
신죠,5,좋아요,좋아요,1,1
123123,5,좋아용,좋아요,1,1
쏭,5,접근성 좋고 친절해요 ,접근성 좋고 친절해요 ,2,1
violet,5,직원분들이 친절해요,직원분들이 친절해요,1,1
jeani1125,4.5,낫뱃,낫뱃,0,1
다롬,2,진짜 불친절,진짜 불친절,-1,0
뿌잇,5,친절해요,친절해요,1,1
소중한나,5,굿,굿,1,1
핑퐁루루,5,빨리나와요,빨리 나와요,0,1
yahoopjh,5,성수역 스타벅스에는 항상 사람이 많아요 그치만 스벅의 음료랑 요 케이크는 포기못함,성수역 스타벅스에는 항상 사람이 많아요 그렇지만 니스 벅의 음료랑 요 케이크는 포기 못함,-1,1
별밤,3.5,좋아요,좋아요,1,0
물고기자리여왕,5,널찍하고 깔끔해요,널찍하고 깔끔해요,1,1
아이다,4.5,신상 음료 마시러 왔어요 시럽 조금 줄이고 마시니 맛있네용,신상 음료 마시러 왔어요 시럽 조금 줄이고 마시니 맛있네요,1,1
onekind57,5,처음 먹었는데 너무 맛있었고 넓고 쾌적,처음 먹었는데 너무 맛있었고 넓고 쾌적,2,1
조천사,5,좋아요,좋아요,1,1
dmswl1624,5,친절해요,친절해요,1,1
tia****,5,굿,굿,1,1
꿈이있는 사람,4.5,굿,굿,1,1
yahoopjh,5,포장해왔어요 티라미슈 넘 부드러웠어요,포장해왔어요 티라미슈 너무 부드러웠어요,0,1
지틀링,5,맛있어요 ,맛있어요 ,1,1
아이다,5,늘 잘 이용하고 있고 친절하셔서 좋아요,늘 잘 이용하고 있고 친절하셔서 좋아요,3,1
pearl,5,좋아요,좋아요,1,1
응,5,좋아요,좋아요,1,1
꿈이있는 사람,5,굿,굿,1,1
맑은,5,굿,굿,1,1
권수민,5,슈크림 레이어 케이크 마딛어요 자몽허니블랙티 따뜻하게 마셨어요,슈크림 레이어 케이크 마디 뎌요 자몽 허니 블랙 티 따뜻하게 마셨어요,0,1
SY,5,좋아요,좋아요,1,1
심지,4.5,자주 이용하는 곳입니다,자주 이용하는 곳입니다,1,1
우으,5,샌드위치 정말 맛있어요,샌드위치 정말 맛있어요,1,1
최고은,5,넓고 좋네요,넓고 좋네요,1,1
페스티벌신,5,굿,굿,1,1
나라,5,샌드위치 꽉차있고 바로바로 채워주시더라고요 친절하고 좋습니다,샌드위치 꽉 차있고 바로바로 채워주시더라고요 친절하고 좋습니다,2,1
꿈이있는 사람,5,굿,굿,1,1
syj6028,3.5,자리도 넓고 맛있어요 커피를 잘뽑으시는듯,자리도 넓고 맛있어요 커피를 잘 뽑으시는 듯,2,0
hms1723,5,굿,굿,1,1
어린왕자,3.5,녹차라떼 맛이 좀 더 ,녹차라테 맛이 좀 더 ,0,0
카엘,5,냉철히 닫는 곳,냉철히 닫는 곳,0,1
디오니,5,좋아요,좋아요,1,1
미래사랑,5,맛있고 친절해요,맛있고 친절해요,2,1
강경민,5,여기 물이 제일 맛있어요 그래서 커피도 맛있어요,여기 물이 제일 맛있어요 그래서 커피도 맛있어요,2,1
자연건조,4.5,좋아요,좋아요,1,1
멋진엄마,5,너무 친절하셔요,너무 친절하셔요,1,1
pearl,5,맛있어요,맛있어요,1,1
pearl,5,좋아요,좋아요,1,1
pearl,5,좋아요,좋아요,1,1
pearl,5,좋아요,좋아요,1,1
pearl,5,좋아요,좋아요,1,1
t_t****,5,넓어요,넓어요,0,1
지니,5,good,굿,1,1
iampark1211,3.5,굿,굿,1,0
602,5,친절하고 좋아료,친절하고 좋아요,2,1
아이다,4.5,항상 친절하셔서 후기 이제야 쓰네요,항상 친절하셔서 후기 이제야 쓰네요,1,1
seokj02,4.5,늘가는곳,늘 가는 곳,0,1
연수,5,굳,굿,1,1
Sojini,4.5,스타벅스 성수점 깨끗하고 좋아요 굿즈 더 다양했음 좋겟어여,스타벅스 성수점 깨끗하고 좋아요 굿즈 더 다양했으면 좋겠어요,3,1
pearl,5,좋아요,좋아요,1,1
꿈이있는 사람,4.5,굿,굿,1,1
sisi,3,굳,굿,1,0
zoonie,5,좋아요,좋아요,1,1
최선율,3,점심시간이라 정신없었던거 빼곤 좋았어요,점심시간이라 정신없었던 거 빼곤 좋았어요,0,0
서진하,5,공간도 넓고 친절해요,공간도 넓고 친절해요,1,1
mah****,5,직원분들 항상 너무 친절해요,직원분들 항상 너무 친절해요,1,1
cit****,3,1,1,0,0
오뚜기,3.5,굿,굿,1,0
푸른하늘,4.5,맛나요,맛나요,1,1
pearl,5,좋아요,좋아요,1,1
토찐,5,굿,굿,1,1
dbw****,4.5,좋아요,좋아요,1,1
602,5,매장이 크고 좋아요,매장이 크고 좋아요,1,1
베엠,5,친절합니다,친절합니다,1,1
사빈,5,맛나요,맛나요,1,1
쏭쏭,3.5,직원이 친절해요,직원이 친절해요,1,0
남이,5,맛있어요 ,맛있어요 ,1,1
도라,5,굳,굿,1,1
하늘꽃비소녀,3.5,조아요,좋아요,1,0
wan****,5,직원분들이 정말 친절해요,직원분들이 정말 친절해요,1,1
또잉,4.5,친절하고좋아요,친절하고 좋아요,2,1
gun****,5,친절해요,친절해요,1,1
리쩡,5,굿,굿,1,1
할미새사촌,5,자주갖니닽 ,자주갖니닽,1,1
602,3.5,가까워서 좋아요,가까워서 좋아요,1,0
윤세희,4.5,근처라서 자주가요 친절해요,근처라서 자주 가요 친절해요,2,1
에베베,5,넓어요,넓어요,0,1
포비,5,굿굿,굿굿,2,1
dod****,4.5,맛있어요,맛있어요,1,1
cha****,5,좋아 쪼아요,좋아 좋아요,2,1
흔한남매,5,좋아요,좋아요,1,1
min****,5,커피는 스타벅스가 최고,커피는 스타벅스가 최고,1,1
min****,4.5,스타벅스 돌체라떼 달달하니 완전 내스탈,스타벅스 돌체 라테 달달하니 완전 내 스타일,0,1
쭈니,4.5,즐겨찾는 별다방,즐겨 찾는 별다방,1,1
의심많은자두,5,친절하세요  예전부터 자주 찾습니다,친절하세요  예전부터 자주 찾습니다,2,1
지구,5,친절하고 좋아요 ,친절하고 좋아요 ,2,1
mk,5,굿,굿,1,1
dud****,2.5,스벅,스타벅스,0,0
ddb****,5,좋아요,좋아요,1,1
민트,5,매장도 엄청 크고 깔끔사람들이 항상 많아요 이름은 모르지만 남자직원분이 넘나 친절하셔서 또 아니 계속 이용하려고해요 ,매장도 엄청 크고 깔끔 사람들이 항상 많아요 이름은 모르지만 남자 직원분이 넘나 친절하셔서 또 아니 계속 이용하려고 해요,2,1
선희,3.5,좋아요,좋아요,1,0
쏭쏭,4.5,친절하고 빨리나와서 좋아요,친절하고 빨리 나와서 좋아요,2,1
미카엘라,3.5,좋아요,좋아요,1,0
빅토리,4.5,좋아요,좋아요,1,1
엘리엔젤,3.5,분위기 좋아요,분위기 좋아요,1,0
kan****,5,맛잇어요,맛있어요,1,1
kan****,5,친절해요,친절해요,1,1
kiarina,5,조아용,좋아요,1,1
달이85,5,조아요,좋아요,1,1
둥이네,4.5,맛있어요,맛있어요,1,1
의문의사내,5,좋아요,좋아요,1,1
starba99,5,더블에스프레소칩프라푸치노 카페착석이 얼마만인지 진짜 사람 바글바글했지만 그동안 답답했던거 조금은 해소가 되네요,더블에스프레소칩프라푸치노 카페 착석이 얼마 만인지 진짜 사람 바글바글했지만 그동안 답답했던 거 조금은 해소가 되네요,-1,1
yexwna,3.5,좋아용,좋아요,1,0
아델,5,언제나 잘 가고 있습니다,언제나 잘 가고 있습니다,1,1
박쮜,5,좋아요,좋아요,1,1
mij****,5,굿,굿,1,1
hap****,5,좋아요,좋아요,1,1
뿌잇,5,늘 친절해요,늘 친절해요,1,1
진탱,5,맛있게 마셨습니다,맛있게 마셨습니다,1,1
everyhappy,5,친절합니다,친절합니다,1,1
소미미이,5,괜찮아요,괜찮아요,1,1
강동우,5,스벅은 진리,스타벅스는 진리,1,1
고구마,5,군,군,0,1
ycw****,5,좋아요,좋아요,1,1
lyh****,5,친절해여,친절해요,1,1
후후,5,맛남 매장 커서 종류 많음,맛남 매장 커서 종류 많음,1,1
cho****,5,항상 친절해서 좋아요 ,항상 친절해서 좋아요 ,2,1
빵야,0.5,매장에서 포장했어요 결제할때 포인트 적립여부 안물어보네요 다른지점도 그러던데 매뉴얼이 그런가봐요 스타벅스 케이크 비닐은 원래 저렇게 나오나요 포장할때 확인하시는거죠 크리스마스때부터 진열해놓은건 아닌지 비닐이 저래서 케이크 겉이 너무 푸석 케이크에서 냉장고냄새도 느껴져요,매장에서 포장했어요 결제할 때 포인트 적립 여부 안 물어보네요 다른 지점도 그러던데 매뉴얼이 그런가 봐요 스타벅스 케이크 비닐은 원래 저렇게 나오나요 포장할 때 확인하시는 거죠 크리스마스 때부터 진열해 놓은 건 아닌지 비닐이 저래서 케이크 겉이 너무 푸석 케이크에서 냉장고 냄새도 느껴져요,-1,0
Iliana,3,보통입니다,보통입니다,0,0
wiseline,5,감사합니다,감사합니다,1,1
CR,5,친절하고 좋아요,친절하고 좋아요,2,1
이화동불주먹,5,넓고 쾌적해요,넓고 쾌적해요,1,1
Seal,5,넓어서 좋아요 얼른 코로나 끝났음 좋겠다 ,넓어서 좋아요 얼른 코로나 끝났으면 좋겠다,2,1
lee****,3.5,좋아요,좋아요,1,0
jbk****,5,좋아요,좋아요,1,1
Hihello,5,깔끔해요,깔끔해요,1,1
seo****,3.5,좋아요,좋아요,1,0
옥이,5,방문자가 많아서 매번 기다려야 하지만 맛도 환경도 서비스도 좋아요,방문자가 많아서 매번 기다려야 하지만 맛도 환경도 서비스도 좋아요,1,1
베티,5,감기조심하라하셧는데 그래서 이렇게 뜨겁게 많이 주신건가요 따아인데 너무 뜨거웟어요,감기 조심하라 하셨는데 그래서 이렇게 뜨겁게 많이 주신 건가요 따아인 대 너무 뜨거웠어요,-1,1
twins papa,4.5,친절해요,친절해요,1,1
dora,5,깔끔,깔끔,1,1
pearl,5,토피넛라떼 너무 맛있요,토피넛라떼 너무 맛있요,1,1
이유앤지,5,친절해서 좋아용,친절해서 좋아요,2,1
shl****,5,좋아요,좋아요,1,1
qaz,5,테이크아웃 코로나제발 없어져라,테이크아웃 코로나 제발 없어져라,-1,1
jae****,3.5,좋아요,좋아요,1,0
따그르으릉,5,맛있어요,맛있어요,1,1
nopolo12,5,굿,굿,1,1
뿌악이,4.5,친절하고 맛있어요,친절하고 맛있어요,2,1
kkymin91,2.5,맛있어요좋아요,맛있어요 좋아요,2,0
동글,0.5,알바언니가 완죠니 무서웠어요 현금없는 매장이란걸 좀 착하게 말할수도 있었을텐데말이져,알바 언니가 완전히 무서웠어요 현금 없는 매장이란 걸 좀 착하게 말할 수도 있었을 텐데 말이죠,-1,0
뭉,5,스타벅스 좋아해요,스타벅스 좋아해요,1,1
moon,4.5,좋아용,좋아요,1,1
sHa,5,좋아요,좋아요,1,1
BOKU,4.5,좋아요,좋아요,1,1
조아조아,4.5,친절하고 좋았어요,친절하고 좋았어요,2,1
Halmum,5,좋아요,좋아요,1,1
고끼리,5,원래 엄청기다려야되는데 코로나땜에 한적하네요 친절한곳,원래 엄청 기다려야 되는데 코로나 땜에 한적하네요 친절한 곳,1,1
jae****,3.5,맛남,맛남,1,0
저스티스,5,맛집,맛집,1,1
bani,5,맛집,맛집,1,1
ReThink,3,스벅 넓어요,스타벅스 넓어요,0,0
뿡빵,5,깨끗,깨끗,0,1
정은하,5,좋아요 친절해요,좋아요 친절해요,2,1
로쏘,5,좋아용,좋아요,1,1
누9게,5,굿,굿,1,1
수정,5,친절하고 좋아요,친절하고 좋아요,2,1
