USER,SCORE,REVIEW,MECAB,SENT_SCORE,SCALING,NEW_RATE
831,4,인테리어가 예뻐요,"인테리어,가,예뻐요",1,2.272727273,3.136363636
zjin,5,카페도 너무 좋았고 무엇보다 맛 최고였습니다 짱,"카페,도,너무,좋,았,고,무엇,보다,맛,최고,였,습니다,짱",3,2.727272727,3.863636364
바닐라진,4,커피가 부드럽고 맛있어요 까눌레도 겉바 속촉 이여서 맛있게 먹었어요,"커피,가,부드럽,고,맛있,어요,카눌레,도,겉,나,석촉,이,여서,맛있,게,먹,었,어요",3,2.727272727,3.363636364
good,2.5,밀크티 완전 비츄,"밀크티,완전,비추",-1,1.818181818,2.159090909
juhope,5,커퓌 너모 맛있따,"커피,너모,맛있,다",1,2.272727273,3.636363636
봄바람,5,맛있는데 사악한 가격,"맛있,는데,사악,한,가격",0,2.045454545,3.522727273
Fang,5,아이스 라떼 맛있음,"아이스,라떼,맛있,음",1,2.272727273,3.636363636
eun****,5,역시 너티클라우드 직원분들도 친절하시고 넘 맛있었어요,"역시,너티,클라우드,직원,분,들,도,친절,하,시,고,너무,맛있,었,어요",3,2.727272727,3.863636364
ㅇㅇㅇㅇ,5,위에 크림도 맛있고 밑에 커피때문에 전체적으로 너무달지 않아서 좋았어요 정말맛있어요,"위,에,크림,도,맛있,고,밑,에,커피,때문,에,전체,적,으로,너무,달지않,아서,좋,았,어요,정말,맛있,어요",4,2.954545455,3.977272727
jie****,5,음료랑 커피 다 맛있어요,"음료,랑,커피,다,맛있,어요",1,2.272727273,3.636363636
윤세희,4,빵도 맛있고 카피도 맛있아용,"빵,도,맛있,고,카피,도,맛있,아요",2,2.5,3.25
할미새사촌,4,조어용,"조,어용",0,2.045454545,3.022727273
gon****,5,인생커피 땅콩크림,"인생,커피,땅콩,크림",1,2.272727273,3.636363636
Mebskysvj,2.5,커피 너무너무너무너무너무 맛있지만 아포가토 시켰는데 우드스틱 주길래 당황함 커피랑 같이 떠먹어야되는데 아포가토 시켰는데 스푼 안주는곳 처음임 스푼이 없는것도 아닌데 왜 스푼을 안주는지 모르겠음 가서 달라하니까 우드스틱 줬다고 원래 그걸로 먹는거라고함 저런 작대기로 어캐 커피랑 먹으라는건지 모르겠음말해서 스푼 받긴했는데 주기 싫어하는티나서 좀 그랬음 맛은 있는데 서비스는 그닥,"커피,너무너무,너무너무,너무,맛있,지만,아포가토,시켰,는데,우드,스틱,주,길래,당황,함,커피,랑,같이,떠먹,어야,되,는데,아포가토,시켰,는데,스푼,안,주,는,곳,처음,임,스푼,이,없,는,것,도,아닌데,왜,스푼,을,안,주,는지,모르,겠,음,가,서,달,라,하,니까,우드,스틱,줬,다고,원래,그걸로,먹,는,거,라고,함,저런,작웨이팅,로,어떻게,커피,랑,먹,으라는,건지,모르,겠,음,말,해서,스푼,받,긴,했,는데,주,기,싫,어,하,는,티,나,서,좀,그랬음,맛,은,있,는데,서비스,는,그다지",-4,1.136363636,1.818181818
유에네,4,특이한 음료가 많아보였음 체리조도 호기심에 구입,"특이,한,음료,가,많,아,보였,음,체리,조도,호기심,에,구입",0,2.045454545,3.022727273
jam****,5,매일아침 최고의 커핑,"매일,아침,최고,의,커피",1,2.272727273,3.636363636
승아몬드,4,음료가격은 좀 쎄지만 맛나요 디저트류엔 까눌레 여기서 처음 맛보고 다른데에서도 이것만 먹어요,"음료,가격,은,좀,세지만,맛나,요,디저트,류,엔,카눌레,여기,서,처음,맛보,고,다른,데,에서,도,이것,만,먹,어요",0,2.045454545,3.022727273
gooood,5,좋아요 아주 좋아요 gooood,"좋,아요,아주,좋,아요,굿",3,2.727272727,3.863636364
난나,4,드디어 먹어본 너티클라우드 넘 작은 잔이어서 살짝 놀라고 첨의 땅콩크림맛이 한 세모금이면 없어져요 디저트로 마시기 좋아요,"드디어,먹,어,본,너티,클라우드,너무,작,은,잔,이,어서,살짝,놀라,고,첨,의,땅콩,크림,맛,이,한,세,모금,이,면,없,어,져요,디저트,로,마시,기,좋,아요",2,2.5,3.25
한나별솔,5,시그니쳐메뉴도 맛있었고 아메리카노 진한게 넘 좋네요,"시그니처,메뉴,도,맛있,었,고,아메리카노,진한,게,너무,좋,네요",3,2.727272727,3.863636364
Muse,5,새로운맛 고소하고 달고 묵직하네용 신선하고 맛있어어,"새로운,맛,고소,하,고,달고,묵직,하,네요,신선,하,고,맛있,어,어",6,3.409090909,4.204545455
magnolia,5,맛있어요 ,"맛있,어요",1,2.272727273,3.636363636
7ebor,5,너티클라우드 궁금했는데 고소하니 넘 맛있었어여,"너티,클라우드,궁금,했,는데,고소,하,니,너무,맛있,었,어요",2,2.5,3.75
키스첵,5,고소하고 특색있어요,"고소,하,고,특색,있,어요",2,2.5,3.75
인소,5,굿굿,"굿,굿",2,2.5,3.75
아니마토,5,매번 지나만 가다가 제주에서 먹은 너티클라우드 먹고 싶어서 찾았는데 너티클라우드 역시 맛나고 매장에 성수만의 느낌이 풍겨서 좋네요,"매번,지나,만,가,다가,제주,에서,먹,은,너티,클라우드,먹,고,싶,어서,찾,았,는데,너티,클라우드,역시,맛나,고,매장,에,성수,만,의,느낌,이,풍겨서,좋,네요",3,2.727272727,3.863636364
kwangmia,4.5,너티클라우드가 대표메뉴인데 고소하고 맛있네요 분위기도 좋구요,"너티,클라우드,가,대표,메뉴,인데,고소,하,고,맛있,네요,분위기,도,좋,고요",3,2.727272727,3.613636364
윤스리,5,쉽고 재미있게 핸드드립 커피 내리는 법을 배울 수 있었던 알찬 클래스였어요 잠실 쪽에서는 커피 원데이클래스 하는 곳 찾기가 힘들었는데 롯데백화점 안이라 위치도 좋았고 가르쳐주시는 선생님이 정말 친절하셔서 지인들에게도 추천할만한 클래스입니다 교재에 있는 내용보다도 더 많이 알려주셔 서 좋았어요 마지막에 직접 내린 커피로 다과타임까지 가져서 더 재미있었어요 ,"쉽,고,재미있,게,핸드,드립,커피,내리,는,법,을,배울,수,있,었,던,알찬클래스,였,어요,잠실,쪽,에서,는,커피,원,데이,클래스,하,는,곳,찾,기,가,힘들,었,는데,롯데,백화점,안,이,라,위치,도,좋,았,고,가르쳐,주,시,는,선생,님,이,정말,친절,하,셔서,지인,들,에게,도,추천,할,만,한,클래스,입니다,교재,에,있,는,내용,보다,도,더,많이,알려,주,셔,서,좋,았,어요,마지막,에,직접,내린,커피,로,다과,타임,까지,가져서,더,재미있,었,어요",6,3.409090909,4.204545455
kknd,4.5,맛있어요,"맛있,어요",1,2.272727273,3.386363636
kum****,5,핸드드립 수업 받아볼겸 방문했어요 점장님이 직접 알려주시는데 핸드드립 기초 배우는데 너무 유익한 시간이었어요 점장님이 진짜 매우 친절하셔서 질문하는것마다 너무 잘 알려주셔서 드립 뿐만 아니라 많은걸 배워가는 시간이었습니다 다 배우고 직접 내린 커피 한 잔과 주신 에그샌드위치도 너무 맛있게 잘 먹었어요 지인들에게 완전 추천해주고 싶은 클래스입니다,"핸드,드립,수업,받,아,볼,겸,방문,했,어요,점장,님,이,직접,알려,주,시,는데,핸드,드립,기초,배우,는데,너무,유익,한,시간,이,었,어요,점장,님,이,진짜,매우,친절,하,셔서,질문,하,는,것,마다,너무,잘,알려,주,셔서,드립,뿐,만,아니,라,많,은,걸,배워가,는,시간,이,었,습니다,다,배우,고,직접,내린,커피,한,잔과,주,신,에,그,샌드위치,도,너무,맛있,게,잘,먹,었,어요,지인,들,에게,정말,추천,해,주,고,싶,은,클래스,입니다",6,3.409090909,4.204545455
sky****,5,좋아요 굿굿,"좋,아요,굿,굿",3,2.727272727,3.863636364
JJ,5,너티클라우드 넘 맛있어요 진짜,"너티,클라우드,너무,맛있,어요,진짜",1,2.272727273,3.636363636
kkyung,5,다음엔 빵도 사먹어보려구요 특이한 빵이 많아요,"다음,엔,빵,도,사,먹,어,보,려고요,특이,한,빵,이,많,아요",0,2.045454545,3.522727273
sereeworld,3,커피는 괜찮아요,"커피,는,괜찮,아요",-1,1.818181818,2.409090909
Bravo My Life,3.5,맛있어요,"맛있,어요",1,2.272727273,2.886363636
융,4,너티 조아해요,"너티,좋,아,해요",1,2.272727273,3.136363636
미니녕,5,좋아요,"좋,아요",1,2.272727273,3.636363636
608****,5,굿,굿,1,2.272727273,3.636363636
imh****,4.5,너티클라우드 넘 맛있어요,"너티,클라우드,너무,맛있,어요",1,2.272727273,3.386363636
kid****,4,조용하고 널찍하고 좋아요 양은 좀 아쉬워용,"조용,하,고,널찍,하,고,좋,아요,양,은,좀,아쉬워,요",2,2.5,3.25
코니양,4,깔끔하니 좋은데 자리가 조금 불편해요,"깔끔,하,니,좋,은데,자리,가,조금,불편,해요",1,2.272727273,3.136363636
따시앙,5,간식,간식,0,2.045454545,3.522727273
뾰로로롱,1,그냥,그냥,-1,1.818181818,1.409090909
노네임,4,커피 맛 좋아요 지나갈때마다 한잔,"커피,맛,좋,아요,지나갈,때,마다,한잔",1,2.272727273,3.136363636
사랑으로 크는 아이,0.5,굿,굿,1,2.272727273,1.386363636
행복,3,굿,굿,1,2.272727273,2.636363636
dms****,5,맛있어용 ,"맛있,어요",1,2.272727273,3.636363636
돌돌,5,너티클라우드 맛있어요,"너티,클라우드,맛있,어요",1,2.272727273,3.636363636
무명,5,자리 간격도 넓고 맛있어용,"자리,간격,도,넓고,맛있,어요",2,2.5,3.75
깔끔리아,4,성수동 카페촌,"성수동,카페,촌",0,2.045454545,3.022727273
쵸코송이,3,다 좋은데 하이마트 안에 있는게 에러네요 너티클라우드는 맛있어요,"다,좋,은데,하,이마트,안,에,있,는,게,에러,네요,너티,클라우드,는,맛있,어요",2,2.5,2.75
자스민,5,역시 이맛캬,"역시,이,맛,캬",1,2.272727273,3.636363636
sunny,5,풍경사진 포스터 구매했어요 첫방문인데 관심이 생겼어요,"풍경,사진,포스터,구매,했,어요,첫,방문,인데,관심,이,생겼어요",0,2.045454545,3.522727273
천장지구,2.5,커피가 진했어요,"커피,가,진했,어요",-1,1.818181818,2.159090909
건물주,2.5,보통의 커피,"보통,의,커피",-1,1.818181818,2.159090909
ASAP,4,너티클라우드 맛있어요 근데 좌식이 불편해서 수다를 떨러갈만한곳은 아니예요,"너티,클라우드,맛있,어요,근데,좌식,이,불편,해서,수다,를,떨,러,갈,만,한,곳,은,아니,에요",-1,1.818181818,2.909090909
handy,0.5,너티클라우드 제주도랑 맛이너무달라서 실망,"너티,클라우드,제주도,랑,맛,이,너무,달라서,실망",-1,1.818181818,1.159090909
cafe latte,5,카페라떼 꼬숩고 맛나요 자리가 협소한데 구석진 곳이라 아늑하니 좋습니다,"카페,라떼,꼬숩,고,맛나,요,자리,가,협소,한,데,구석진,곳,이,라,아늑,하,니,좋,습니다",3,2.727272727,3.863636364
현프로,4,너티클라우드는 달달하면서 고소하고 끝에 에스프레소 맛이 나요,"너티,클라우드,는,달달,하,면서,고소,하,고,끝,에,에스프레소,맛,이,나,요",2,2.5,3.25
로라공쥬,4,핫쵸코가 맛있어요,"핫초코,가,맛있,어요",1,2.272727273,3.136363636
ysungho1,5,너티 클라우드 맛집입니다,"너티,클라우드,맛집,입니다",1,2.272727273,3.636363636
s25****,4,여기 커피 정말 존맛탱,"여기,커피,정말,존맛,탱",1,2.272727273,3.136363636
이지,4.5,너티클라우드 세입이면 끝나지만 여기만한 곳이 없죵,"너티,클라우드,세입,이,면,끝나,지만,여기,만,한,곳,이,없,죠",0,2.045454545,3.272727273
경성보물,3.5,굿 굿,"굿,굿",2,2.5,3
경성보물,4.5,생각보다 헐 맛있어요,"생각,보다,헐,맛있,어요",1,2.272727273,3.386363636
꽃수연,3,맛은 있네요,"맛,은,있,네요",0,2.045454545,2.522727273
you****,4,굿,굿,1,2.272727273,3.136363636
뚜쭈,5,분위기 좋아여,"분위기,좋,아요",1,2.272727273,3.636363636
hrj****,5,좋아요,"좋,아요",1,2.272727273,3.636363636
eun****,4,좋아요,"좋,아요",1,2.272727273,3.136363636
lil Stern,4,너티클라우드가 궁금해서 방문 찾기어렵고 하이마트 안에있어서 위치가 아쉽다,"너티,클라우드,가,궁금,해서,방문,찾기어렵,고,하,이마트,안,에,있,어서,위치,가,아쉽,다",-1,1.818181818,2.909090909
젼젼,5,너티커피 굿,"너트,커피,굿",1,2.272727273,3.636363636
봄날,5,도렐라떼 최고 9시 전 30 할인도 최고,"도렐,라떼,최고,9,시,전,30,할인,도,최고",3,2.727272727,3.863636364
tageu1311,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
HHH,5,맛있어요 지금 1만원이상 에코백도주니까 달리세욯,"맛있,어요,지금,1,만,원,이상,에코,백,도,주,니까,달리,세,욯",1,2.272727273,3.636363636
Mary,4.5,매장이 쾌적하고 시그니처인 너티 클라우드를 마실 수 있어 좋아요,"매장,이,쾌적,하,고,시그니처,인,너티,클라우드,를,마실,수,있,어,좋,아요",2,2.5,3.5
냠,4,한적하고 음료도 맛있어요,"한적,하,고,음료,도,맛있,어요",1,2.272727273,3.136363636
kha****,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
현프로,4.5,커피 맛이 독특하면서 끝맛이 좋아요,"커피,맛,이,독특,하,면서,끝,맛,이,좋,아요",2,2.5,3.5
하림하륌계림,5,너티클라우드 존맛탱구리,"너티,클라우드,존맛,탱,구리",1,2.272727273,3.636363636
zxctyui,5,에스프레소와 꼰파냐 great ,"에스프레소,와,꼰,파,냐,great",1,2.272727273,3.636363636
hyu****,4.5,힙한 느낌 너트클라우드 맛있음,"힙한,느낌,너트,클라우드,맛있,음",2,2.5,3.5
Thk,2,맛이 전이랑 달라요,"맛,이,전이,랑,달라요",-1,1.818181818,1.909090909
노오고오카,3.5,왕왕 왕비쌈,"왕왕,왕비쌈",0,2.045454545,2.772727273
노네임,4,좋아요 맛있어요,"좋,아요,맛있,어요",2,2.5,3.25
레나,4.5,좋은거같네요 옐로우페즈,"좋,은,거,같,네요,옐로,페즈",1,2.272727273,3.386363636
kkkdha,1,일주일에 23번은 오는데요  매번 올때마다 너무 불편해요 제가 뭘 잘못한건가 싶을 정도로 눈치 보게 되네요 억지스러운 환대는 바라지 않습니다만 거의 모든 직원분들께서 늘 화가 나 있으신거 같아요 일행도 같이 느끼는 점인데 제가 뭘 잘못한거면 정말 말씀해주셨으면 좋겠어요 아니라면 더 는 불편함을 느끼고 싶지 않아요,"일,주일,에,23,번,은,오,는데요,매번,올,때,마다,너무,불편,해요,제,가,뭘,잘못,한,건가,싶,을,정도,로,눈치,보,게,되,네요,억지,스러운,환대,는,바라,지,않,습니다,만,거의,모든,직원,분,들,께서,늘,화가나,있,으신,거,같,아요,일행,도,같이,느끼,는,점,인데,제,가,뭘,잘못,한,거,면,정말,말씀,해,주,셨,으면,좋,겠,어요,아니,라면,더,는,불편,함,을,느끼,고,싶,지,않,아요",-9,0,0.5
Leah soo,4,밴엔제리 좋아욥,"밴,엔,제리,좋,아,욥",1,2.272727273,3.136363636
혜니몽,4.5,너티클라우드 너무 맛있었요 코로나19로 방문자인증도 하고 신분증 확인도 철저히 하더라구요 주차가 조금 어려운게 불편하지만 그래도 맛있으니까요,"너티,클라우드,너무,맛있,어요,코로나,19,로,방문자,인증,도,하,고,신분증,확인,도,철저히,하,더라고요,주차,가,조금,어려운,게,불편,하,지만,그래도,맛있,으니까요",0,2.045454545,3.272727273
heesu20796,5,상수 아이스크림 카페 깔끔,"상수,아이스크림,카페,깔끔",1,2.272727273,3.636363636
딩동,5,레몬파운드케이크 맛있어요 분위기 좋구요,"레몬,파운드,케이크,맛있,어요,분위기,좋,고요",2,2.5,3.75
Bom,5,너티 쵝오,"너티,최고",1,2.272727273,3.636363636
kknd,4,까눌레 맛있어요,"카눌레,맛있,어요",1,2.272727273,3.136363636
latte,5,찐맛집 커피계의 에르메스  존맛,"찐,맛집,커피,우계,의,에르메스,존맛",2,2.5,3.75
rkdusl,5,다 맛있어요 대만족,"다,맛있,어요,대,만족",2,2.5,3.75
yhn****,4,매장도 깔끔하고 커피가 맛있어요,"매장,도,깔끔,하,고,커피,가,맛있,어요",2,2.5,3.25
하나,4,넓고 깨끗해서 좋았어요 너티클라우디 맛있는데 양이 개미눈물 호록 하면 끝이에요,"넓고,깨끗,해서,좋,았,어요,너티,클라우디,맛있,는데,양,이,개미,눈물,호록,하,면,끝,이,에요",3,2.727272727,3.363636364
marry801,5,하이마트안에 있는건데 레몬파운드케이크는 맛있었어요 너머지는 그냥 쏘쏘,"하,이마트,안,에,있,는,건데,레몬,파운드,케이크,는,맛있,었,어요,넘어지,는,그냥,쏘쏘",-1,1.818181818,3.409090909
hslovu00,5,넛트클라우드 언제먹어도 짱,"너트,클라우드,언제,먹,어도,짱",1,2.272727273,3.636363636
챌리나,4,커피 맛남,"커피,맛남",1,2.272727273,3.136363636
MINI,4,조아요,"좋,아요",1,2.272727273,3.136363636
MIMIMI22,5,라떼 너티클라우드 대존맛,"라떼,너티,클라우드,대존맛",1,2.272727273,3.636363636
DY,4.5,너티클라우드 맛있어요,"너티,클라우드,맛있,어요",1,2.272727273,3.386363636
gytntm,4.5,좋아요,"좋,아요",1,2.272727273,3.386363636
써니,5,좋아요,"좋,아요",1,2.272727273,3.636363636
세상을,4,맛있는 커피와 베이커리를 판매하고 있어요,"맛있,는,커피,와,베이커리,를,판매,하,고,있,어요",1,2.272727273,3.136363636
진아,2.5,넓고 시원해요,"넓고,시원,해요",0,2.045454545,2.272727273
자스민,2.5,괜찮아요,"괜찮,아요",-1,1.818181818,2.159090909
갱,2,불친절합니다,"불친절,합니다",-1,1.818181818,1.909090909
홍미,4.5,제주도에 있던 너티클라우드를 먹을 수 있어 좋음,"제주도,에,있,던,너티,클라우드,를,먹,을,수,있,어,좋,음",1,2.272727273,3.386363636
하늘,4,궁금해서 와봤어요 크림은 제스타일은 아닌데 커피랑 먹으니 괜찮네요,"궁금,해서,와,봤,어요,크림,은,제,스타일,은,아닌데,커피,랑,먹,으니,괜찮,네요",-1,1.818181818,2.909090909
ann****,4,좀 다네요 매장 인테리어 예쁜데 쌩뚱맞은곳에 있어요,"좀,다,네요,매장,인테리어,예쁜,데,생뚱맞은곳,에,있,어요",1,2.272727273,3.136363636
Jude,4,지금도 맛있긴 한데 예전 갈릭마게트가 더맛잇어요,"지금,도,맛있,긴,한데,예전,갈릭,마게,트,가,더,맛있,어요",2,2.5,3.25
qqq,4,너티클라우드 당채워주는 맛  넘 맛남 ,"너티,클라우드,당,채워,주,는,맛,너무,맛남",1,2.272727273,3.136363636
winny,4.5,너티 클라우드는 독특하고 진한커피네요 가격은 비싸지만 맛있어요,"너티,클라우드,는,독특,하,고,진한,커피,네요,가격,은,비싸,지만,맛있,어요",2,2.5,3.5
angelicak,5,커피 맛있어요,"커피,맛있,어요",1,2.272727273,3.636363636
미쁘,5,도렐 잠실점 아이스아메리카노 4000 옐로우페즈 4500 커피 진하고 맛있어요  산미 없어서 짱좋,"도,를,잠,실점,아이스,아메리카노,4000,옐로,페즈,4500,커피,진하,고,맛있,어요,산미,없,어서,정말,좋",1,2.272727273,3.636363636
오늘하루도,4,진한커피 좋아하신다면 굿,"진한,커피,좋,아,하,신다면,굿",3,2.727272727,3.363636364
옥,5,인생 라떼 너티클라우드 미쳤어요,"인생,라떼,너티,클라우드,미쳤,어요",2,2.5,3.75
농농,5,너티클라우드,"너티,클라우드",0,2.045454545,3.522727273
cjs****,4,커피는 맛있어요 아쉬운건 바닐라 라떼를 먹었는데 음료보다 얼음이 더 많아서 아쉽,"커피,는,맛있,어요,아쉬운,건,바닐라,라떼,를,먹,었,는데,음료,보다,얼음,이,더,많,아서,아쉽",0,2.045454545,3.022727273
ADD BEAUTY,5,굿굿 역시 핫성수,"굿,굿,역시,핫,성수",4,2.954545455,3.977272727
hanie202,4,좋아요2,"좋,아요,2",1,2.272727273,3.136363636
ohj****,5,너무 맛있고 좋아요,"너무,맛있,고,좋,아요",2,2.5,3.75
seon,5,역시 도렐,"역시,도,를",1,2.272727273,3.636363636
QUEENAMANG,4,제주 유명 카페를 잠실에서,"제주,유명,카페,를,잠실,에서",0,2.045454545,3.022727273
Evelyn,5,도렐이 잠실에 생겨서 좋아요,"로렐,이,잠실,에,생겨서,좋,아요",1,2.272727273,3.636363636
dohee1027,5,너티클라우드 넘나 맛있어요,"너티,클라우드,넘,나,맛있,어요",1,2.272727273,3.636363636
모구데뷔해,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
모구데뷔해,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
or71,5,분위기 좋고 맛도 좋아요,"분위기,좋,고,맛,도,좋,아요",2,2.5,3.75
한승헌,2.5,아이스크림은 괜찮았으나 직원이 불친절,"아이스크림,은,괜찮,았,으나,직원,이,불친절",-2,1.590909091,2.045454545
bil****,3,감사합니다,"감사,합니다",1,2.272727273,2.636363636
bil****,4,감사합니다 커피 맛은 조금 아숩,"감사,합니다,커피,맛,은,조금,아습",1,2.272727273,3.136363636
배우는건좋은거야,3.5,빵 맛나요,"빵,맛나,요",1,2.272727273,2.886363636
ABHOLIC,5,스콘 짱,"스콘,짱",1,2.272727273,3.636363636
war****,4,좋아요좋아요좋아요,"좋,아요,좋,아요,좋,아요",3,2.727272727,3.363636364
vlq****,5,네,네,0,2.045454545,3.522727273
신드리햅번,5,육지에도 있어서 좋아요,"육지,에,도,있,어서,좋,아요",1,2.272727273,3.636363636
예듬,5,커피는 물론 빵도 맛있어요,"커피,는,물론,빵,도,맛있,어요",1,2.272727273,3.636363636
bea****,4,맛있어요 피넛버터진한맛,"맛있,어요,피넛,버터,진한,맛",2,2.5,3.25
yeom,4,좋아요,"좋,아요",1,2.272727273,3.136363636
loy****,4.5,맛있고 친절합니당,"맛있,고,친절,합니다",2,2.5,3.5
bell,4.5,맛있어요,"맛있,어요",1,2.272727273,3.386363636
zxctyui,5,너티클라우드 정말 맛있어요,"너티,클라우드,정말,맛있,어요",1,2.272727273,3.636363636
연딩,4.5,창너머 보이는 귀여운 자작나무도 좋았고 아침일찍 갔었어서 즐기기에 좋았어요 커피도 괜찮고 귀여운 디저트들과 잘 어울렸어서 다음에 다시 가고 싶어요 제주의 도렐도 좋았지만 여기도 좋으네요,"창,너머,보이,는,귀여운,자작나무,도,좋,았,고,아침,일찍,갔었,어서,즐기,기,에,좋,았,어요,커피,도,괜찮,고,귀여운,디저트,들,과,잘,어울려서,다음,에,다시,가,고,싶,어요,제주,의,도,를,도,좋,았,지만,여기,도,좋,네요",8,3.863636364,4.181818182
슭곰,4.5,시끄럽지만 맛남,"시끄럽지만,맛남",1,2.272727273,3.386363636
sub****,5,맛있어요,"맛있,어요",1,2.272727273,3.636363636
수반,3,좋아요,"좋,아요",1,2.272727273,2.636363636
롯데팬 입니다,3.5,분위기 좋은곳 그러나 시그니처 커피는 호불호가 있을듯,"분위기,좋,은,곳,그러나,시그니처,커피,는,호불호,가,있,을,듯",1,2.272727273,2.886363636
cjs****,4,환경을 위해 빨대사용하지않는것이 좋은거같아요,"환경,을,위해,빨대,사용,하,지,않,는,것,이,좋,은,거,같,아요",1,2.272727273,3.136363636
묘선이,5,빵과커피맛집,"빵,과,커피,맛집",1,2.272727273,3.636363636
룰루랄라,5,여기커피 존맛임 산미 없어서 나한테 초고 맛집 정말 고소한 콩맛임  완전 커피맛집 허니바게트 존맛  근데 스머어쿠키는 기대미만 ,"여기,커피,존,마임,산미,없,어서,나,한테,초고,맛집,정말,고소,한,콩,맛,임,완전,커피,맛집,허니,바게트,존맛,근데,스미,어,쿠키,는,기대,미만",4,2.954545455,3.977272727
구아바,5,도렐가면 무조건 너티클라우드,"도,를,가,면,무조건,너티,클라우드",0,2.045454545,3.522727273
garconne,5,너티클라우드도 맛있지만 추출 자체를 너무 잘 하시는 곳,"너티,클라우드,도,맛있,지만,추출,자체,를,너무,잘,하,시,는,곳",2,2.5,3.75
cjs****,4.5,매장 분위기도 너무 좋고 커피도 너무 맛있네용,"매장,분위기,도,너무,좋,고,커피,도,너무,맛있,네요",2,2.5,3.5
배우는건좋은거야,4,베이커리도 맛있고 좋아요 단 음료비쌈,"베이커리,도,맛있,고,좋,아요,단,음료,비쌈",1,2.272727273,3.136363636
백수팝콘,5,육지도렐의 너티커피는  말안해도 굿,"육,지도,를,의,너,티커,피,는,말,안,해도,굿",1,2.272727273,3.636363636
배우는건좋은거야,4,맛있어요,"맛있,어요",1,2.272727273,3.136363636
lala,4.5,너티클라우드 짱맛이요,"너티,클라우드,짱맛,이,요",1,2.272727273,3.386363636
BeingPresent,5,커피 맛 괜찮아요,"커피,맛,괜찮,아요",-1,1.818181818,3.409090909
121****,5,갈릭 바게트 맛집,"갈릭,바게트,맛집",1,2.272727273,3.636363636
7ebor,5,플랫화이트 같은거 시켰는데 양이 적긴 하네유 그래도 맛있어여 그리구 레몬 파운드 존맛 ,"플랫,화이트,같,은,거,시켰,는데,양,이,적,긴,하,네요,그래도,맛있,어요,그리고,레몬,파운드,존맛",2,2.5,3.75
ioo****,4.5,분위기도 좋고 옷도이쁘도 좋네요,"분위기,도,좋,고,옷,도,이쁘,다,좋,네요",3,2.727272727,3.613636364
UK,4.5,정말 잘 다녀왔습니다 다음에 또 갈래요,"정말,잘,다녀왔,습니다,다음,에,또,갈래요",1,2.272727273,3.386363636
백승윤,5,도렐,"도,를",0,2.045454545,3.522727273
모모,4.5,가보고 먹을만함,"가,보,고,먹,을,만,함",0,2.045454545,3.272727273
이토킴,4.5,너티 커피,"너티,커피",0,2.045454545,3.272727273
하이루,4,캬,캬,0,2.045454545,3.022727273
릴로,5,너티클라우드는 항상 좋아요 빵은 아쉬워요,"너티,클라우드,는,항상,좋,아요,빵,은,아쉬워,요",0,2.045454545,3.522727273
tie****,3.5,밀크티가 너무 밍밍해요 ,"밀크티,가,너무,밍밍,해요",-1,1.818181818,2.659090909
컨셉,4,너티클라우드  스니커즈 맛확실,"너티,클라우드,스니커즈,맛,확실",0,2.045454545,3.022727273
으하핫,4,하이마트 내에있어서 찾아가기는 불편한데 시그니쳐 맛있네요 가까운데있다면 재방문 가능,"하,이마트,내,에,있,어서,찾아가,기,는,불편,한데,시그니처,맛있,네요,가까운,데,있,다면,재,방문,가능",1,2.272727273,3.136363636
호잇,5,드립커피가 맛있어서 좋아요 밖에서 커피 잘 안사드시는 저희엄마도 매번 맛있다고 가자고하세요 빵도 맛있습니다,"드립,커피,가,맛있,어서,좋,아요,밖,에서,커피,잘,안,사,드시,는,저희,엄마,도,매번,맛있,다고,가,자고,하,세요,빵,도,맛있,습니다",5,3.181818182,4.090909091
vzb****,5,너티클라우드 달달한 땅콩캬라멜사탕맛이라 좋은데 살짝느끼해서 아이스아메리카노나 에디브루잉이랑 같이마시면 좋아요,"너티,클라우드,달달,한,땅콩,캐러멜,사탕,맛,이,라,좋,은데,살짝,느끼,해서,아이스,아메리카노,나,에디,브루잉,이,랑,같이,마시,면,좋,아요",2,2.5,3.75
ksoj2001,5,천장이 높아서 답답하지 않고 까눌레 있는 카페 찾기 힘든데 여기에서 포장해 왔어요 다음 날 먹어도 맛있어요,"천장,이,높,아서,답답하지않,고,카눌레,있,는,카페,찾,기,힘든데,여기,에서,포장,해,왔,어요,다음,날,먹,어도,맛있,어요",1,2.272727273,3.636363636
bri****,4.5,커피맛 좋아요 스뎅컵도 굿,"커피,맛,좋,아요,스,뎅,컵,도,굿",2,2.5,3.5
영선,5,여윽시 도렐,"여,윽,시,도,를",0,2.045454545,3.522727273
소연쑤,4.5,제주도에 있는 카페가 잠실에 생겨서 처음 와봤는데 라떼가 특히 맛있어요 롯데마트에서 혹시 쇼핑하셨다면 영수증 제출하면 10프로 할인도 되욜,"제주도,에,있,는,카페,가,잠실,에,생겨서,처음,와,봤,는데,라떼,가,특히,맛있,어요,롯데마트,에서,혹시,쇼핑,하,셨,다면,영수증,제출,하,면,10,프로,할인,도,되,욜",2,2.5,3.5
