,INDEX,USER,SCORE,REVIEW,SENT_SCORE,SIGN,POS/NEG,,
1255,4237,슝슝,2.5,"커피,는,진짜,별로,의자,도,불편,탁자,는,너무,낮,고",-2,-1,-1,T,
1256,6019,정,4,"옥상,에서,여유,롭,게,커피,마셨,습니다",1,1,1,T,
1257,2636,방토,5,"분위기,도,좋,고,다쿠,아주,도,맛있,어요",2,1,1,T,
1258,6840,hyu****,5,"이쁜,카페",1,1,1,T,
1259,6752,hot****,5,굿,1,1,1,T,
1260,6003,서서,5,"서울숲,바로,앞,이,라,분위기,도,좋,고,커피,도,맛있,었,어요",2,1,1,T,
1261,7232,명이맘,5,"좋,아요",1,1,1,T,
1262,1552,얼룩말,5,"맛있,어요",1,1,1,T,
1263,1123,New,4,"성,수점,은,가,오,픈,기간,이,라,테이크아웃,만,되,는데,바로,바로,포장,만,되,니까,더,편한,거,같,아요,와플,은,역시,맛있,습니다",3,1,1,T,
1264,8336,JH,5,"깔끔,하,고,커피,맛있,어요,내부,가,넓,고,쾌적,합니다,마치,갤러리,온,느낌",4,1,1,T,
1265,2361,yya****,5,"쌀,로,만든,케이크,라,건강,과,맛,모두,잡,을,수,있,다",0,0,1,F,
1266,899,illilli,1.5,"2,층,홀,매장,은,예약,제,라고,하,네요,저,처럼,아무것,도,모르,고,홀,매장,이,라,생각,해서,올라가,서,먹,지,마세요,모르,고,먹,다가,예약,제니,나가,달,라고,그릇,도,치워,버려서,매우,민망,했,습니다,제,실수,이,긴,하,지만,응,대법,이,불쾌,하,고,너무,뻘쭘,했,네요",-5,-1,-1,T,
1267,358,doh****,5,"잠봉,뵈,르",0,0,0,T,
1268,8424,에브리,4,"스콘,도,맛있,었,다",1,1,1,T,
1269,7455,jer****,5,"옛,공장,을,카페,로,변신,한,이곳,정원,에,나가,면,동화,속,처럼,나무,위,오,두,막,이,있,어요,아이,들,이,자리,차리,하고,있,어서,오늘,은,양보,했,지만,담,엔,꼭,구경,해,보,려,합니다,커피,도,맛있,고,카페,인테리어,가,독특,하,고,바리스타,도,많,아서,메뉴,도,빨리,나오,고,좋,아요,피자,파스타,등등,식사,메뉴,도,있,고,음료,메뉴,도,모,히토,커피,주스,등등,많,습니다,오늘,은,남편,이랑,갔,지만,담,엔,엄마,모시,고,갈래요",2,1,1,T,
1270,303,휴지,5,"맛있,어요,지나가,다가,느낌,이,좋,아서,들어왔,는데,메뉴,맛,도,있,어서,좋,았,어요,보리,차,도,감사,합니다",4,1,1,T,
1271,1521,jeoni,5,"크기,가,생각,보다,좀,작,긴,한데,맛있,어요,달달,하,면서,건강,한,맛,테이크아웃,해서,옆,에,서울,숲,에서,피크닉,하,면서,먹,으면,개꿀,부모,님,도,좋,아,하,셨,어요",4,1,1,T,
1272,5758,바람개비,5,"주말,아침,반려,견과,산책,하,면서,브런치,도,하,고,반려,견,에게,도,퍼프,치노,한잔,마시,게,해,줬,네요",-1,-1,1,F,
1273,4760,Jicco_Cova,4.5,굿,1,1,1,T,
1274,7308,jel****,3.5,굿,1,1,1,T,
1275,7130,나름,4,"장소,가,크,고,메뉴,가,맛있,었,어요,음악,이,커서,대화,하,기,가,어렵,네요",1,1,0,F,
1276,1963,반달,5,"진짜,빵,최고,커피,최고",2,1,1,T,
1277,3510,mon****,5,"피넛,맛,의,너티,클라우드,개그,는,너무,귀엽,네요",1,1,1,T,
1278,6674,리아,4.5,"자연,속,느낌",0,0,1,F,
1279,4738,니모니모니,4.5,"70,년,대,건물,의,앤,티,시크,함,쉬,기,에,너무,좋,아요,햇빛,좋,은,날,그늘막,아래",2,1,1,T,
1280,4160,봄봄봄,5,"사람,은,많,지만,커피,맛있,어요",2,1,1,T,
1281,3334,JUU,4,"기다리,는,시간,없이,빠르,게,주문,픽업,이,가능,하,고,매장,이,넓,어서,좋,아요",5,1,1,T,
1282,7006,공룡부인,3.5,"분위기,는,짱,가격,은,꽤,하,네요",1,1,0,F,
1283,1352,나는,4,"사람,이,많이,오,고,힘드,셔서,그런지,응대,하,는,데,에,있,어,너무,무표정,이,셔서,주문,하,기,죄송,스러웠,습니다,스무,대,볼,은,맛있,었,어요,초코,넛,티,는,세,입,까진,맛있,는데,그,뒤,론,조금,너,끼,한,느낌,이,있,습니다,느끼,한,거,싫,어,하,시,는,분,은,비추,해요,하지만,포만감,은,좋,아요",3,1,-1,F,
1284,2675,jis****,3.5,"첫,방문,굿,짱짱",2,1,1,T,
1285,6967,밤비,4.5,"가게,안,도,넓,고,맛있,어요,대신,가격,이,좀,사악,해요",1,1,0,F,
1286,7674,솜솜,5,"분위기,좋,아요,커피,도,맛있,어요",2,1,1,T,
1287,6105,하하하,3.5,"점심,엔,커피,가,쌉니다,커피,원두,2,종류,인데,화이트,맛있,습니다,초코,크롤,맛있,습니다",2,1,1,T,
1288,7970,sun****,3.5,"성수동,에서,한적,하,게,커피,와,디저트,를,즐길,수,있,는,곳",1,1,1,T,
1289,7774,dms****,4.5,"분위기,도,나쁘,지,않,고,블루베리,생크림,케이크,기대,안,했,는데,맛있,었,어요,원두,골라서,먹,었,는데,구성비,훌륭,했,습니다,다만,사람,이,너무,많,아서,대화,하,기,소란,스러웠,어요",2,1,1,T,
1290,2059,뚜one,4.5,"브라우니,맛있,었,어요,딸기,셰이크,에,에스프레소,올라간,거,도전,해,봤,는데,제,스타일,이,네요",0,0,1,F,
1291,4131,CHJ,5,"늘,맛나,고,깔끔,한,매장,분위기,좋,아요",3,1,1,T,
1292,1621,빵야,4,"괜찮,네요,대신,양,이,적,어요",-1,-1,0,F,
1293,5908,ellen,4,"서울숲,이,바로,보이,고,창가,자리,너무,좋,네요",1,1,1,T,
1294,8163,Querencia,4.5,"디저트,가,정말,정말,정말,맛있,어요",1,1,1,T,
1295,4963,포레스트가필드,5,"빵,맛있,어요",1,1,1,T,
1296,8275,LANA,5,"커피,맛있,어요",1,1,1,T,
1297,7434,rhdiddl,2,"애플,진저,티,마시,지,마세요,사과,도,맛없,는,미니,사과,에,양,도,엄청,적,음",-1,-1,-1,T,
1298,5502,복댕이맘,5,"친절,해요",1,1,1,T,
1299,6741,금이,5,"성수동,핫플레이스",1,1,0,F,
1300,1280,갸갸,3.5,"비싸,요,너무",-1,-1,-1,T,
1301,4781,jinsa1989,4,"좋,아요",1,1,1,T,
1302,43,nam****,5,"넘,나,맛있,어요,최고",2,1,1,T,
1303,4770,만흥철공,4,"좋,아요",1,1,1,T,
1304,7115,ㅈㅈㅈㅈㅈㅈㅈㅈㅈ,5,"여자,친구,기다리,는데,분위기,너무,좋,아서,홀려,들어갔,다가,제,가,늦,었,네요,욕먹,었,지만,그,정도,로,분위기,짱짱,직원,분,존,잘,키,도,크,시,고,옷,도,잘,입,으,심,여자,친구,절대,못,오,게,하,고,싶,은,곳",7,1,1,T,
1305,6269,써니데이,4,"친구,들,하고,방문,했,는데,수다,떨기,좋,았,어요,빵,도,음료,도,괜찮,았,고,맛있,었,어요,샹들리에,가,멋져요,지하,가,쾌적,해요",4,1,1,T,
1306,4198,Know it,4,"맛있,어요,근데,실내,가,조금,추웠,어요",1,1,0,F,
1307,1851,쿄쿄,5,굿,1,1,1,T,
1308,874,콩,5,"비싼,데,맛있,어요,근처,에,있,어,종종,가요",0,0,1,F,
1309,2791,물고기자리여왕,5,"널찍,하,고,깔끔,해요",2,1,1,T,
1310,6554,e_k****,5,"분위기,맛집",1,1,1,T,
1311,8353,뷰어,4,"사람,이,많,아요",1,1,0,F,
1312,8617,슬기,5,"맛있,어요",1,1,1,T,
1313,4709,로미,5,"커피,도,맛있,고,테라스,도,굿",2,1,1,T,
1314,5809,갱길,5,"맛있,어요",1,1,1,T,
1315,7267,leevely_hana,3.5,굿,1,1,1,T,
1316,2786,소중한나,5,굿,1,1,1,T,
1317,4558,러블리히블리,5,"초코,스콘,맛있,어요,바사삭,식감,커피,랑,케이크,도,괜찮,아요,편한,의자,가,더,많,으면,좋,겠,어요",4,1,1,T,
1318,2789,별밤,3.5,"좋,아요",1,1,1,T,
1319,3723,롯데팬 입니다,3.5,"분위기,좋,은,곳,그러나,시그,니,처,커피,는,호불호,가,있,을,듯",1,1,1,T,
1320,8326,김민희,4,"맛있,음,카페,예쁨",2,1,1,T,
1321,4611,mail,4,"에스프레소,가,맛있,는,성수동,힙,한,카페",2,1,1,T,
1322,3468,중경삼림,3,"음료,도,맛있,고,직원,분,들,도,친절,하,셔서,좋,았,는데,테이크아웃,만,가능,한,기간,에,매장,내,구비,되,어,있,던,티슈,까지,빼,신,건,쩜,아쉽,네요",4,1,1,T,
1323,2345,다혜,5,"분위기,커피,케이크,모든,게,완벽,했,어요,담,에,또,방문,할,거,예요",1,1,1,T,
1324,6399,100****,5,"좋,아요",1,1,1,T,
1325,8748,우기부기,5,"정말,분위기,도,좋,고,최고,예요",2,1,1,T,
1326,2599,FLORA,2,"대기,시간,있,어서,50,분,기다리,다가,먹,었,어요,음료,는,기대,하,지,마세요,자몽,에,이드,시,켜,는데,진하,지,도,않,고,거의,자몽,물,이,고,블루베리,요구르트,는,베리,는,들어갔,는데,밍밍,맛,그리고,얼음,다,갈리,지,도,않,아,이,로,부숴,먹,었,어요,진짜,디저트,만,포장,해서,드실,분,만,추천,합니다,그게,제일,맘,편해요,자리,도,협소,하,고,옆,사람,들,얘기,하,는,거,너무,잘,들려서,불편,해요,오래,기다린,만큼,편안,하,게,공간,만들,어,주,셨,으면,좋,겠,어요",6,1,-1,F,
1327,6288,김주형,4,"여름,이,라,모기,가,많,아요,분위기,너무,좋,아서,즐거운,주말,보냈,어요",3,1,1,T,
1328,5647,댜댜,5,됴아요,0,0,1,F,
1329,5819,껄껄,5,"포장,밖에,안,되,지만,맛있,어요",1,1,1,T,
1330,1526,야원샷해,4.5,"비,건,좋,아요",1,1,1,T,
1331,1869,혜우너,5,"평일,에,가,니까,대박,편하,고,좋,음,빵,도,핵존맛,텀블러,가져가,세요,할인,돼요",5,1,1,T,
1332,5221,apr****,4.5,"좋,아요",1,1,1,T,
1333,2477,최애는대창,4,"설기,다쿠아즈,다,맛있,지만,좌석,이,한정,적,이,라,대기,가,많이,있,을,수,있,음",1,1,1,T,
1334,8057,세라자드,5,"공간,이,매력적,인,카페,입니다,커피,도,맛있,고요",2,1,1,T,
1335,152,dhemfl7,5,"바질,젤라,또,생각나,서,또,갔,는데,역시,너무,맛있,어요",3,1,1,T,
1336,691,HJ Kim,5,굿,1,1,1,T,
1337,5938,Ouibon,5,"맛나,요",1,1,1,T,
1338,2769,00mj76,3.5,"친절,하,고,맛나,요",2,1,1,T,
1339,5419,FOP,4,"사람,이,너무,많,아서,자리,찾,기,힘드,네요,빵,맛집,입니다",2,1,0,F,
1340,3350,이종미,4,"성수역,3,번,출구,에서,나오,면,바로,있,어요,매장,도,넓,고,쾌적,해서,좋,아요",3,1,1,T,
1341,3418,민선,4,"예상,대로,귀여워,요,쿠키,는,특별,할,건,없,고,짭조름",2,1,1,T,
1342,6742,막내딸집건어물정관점,5,"좋,아요",1,1,1,T,
1343,5683,인어나라,5,"조용,한,곳",1,1,1,T,
1344,3821,Irene MJ Kim,5,"루프,탑,가,기,좋,은,계절,입니다,실내,좌석,보다,실외,가,좋,습니다,옥상,계단,은,외부,에,있,으며,카운터,에서,조금,먼,편,입니다",2,1,1,T,
1345,1132,damdadi,5,"늘,너무,맛있,습니다",1,1,1,T,
1346,3517,하늘고래,5,"맛있,어요",1,1,1,T,
1347,1324,복댕이맘,5,"건강,한,맛,이,에요",0,0,1,F,
1348,3117,blaccck,5,"점심,시간,에,사람,이,많,고,15,시경,엔,바로,주문,가능",2,1,0,F,
1349,3398,mninam,5,"굿,굿",2,1,1,T,
1350,2998,leecho71,3.5,M,0,0,0,T,
1351,349,서내,5,"미리,주문,예약,하,고,갔,는데,준비,가,다,돼,있,고,픽업,만,하,면,돼서,너무,좋,았,습니다,직원,들,이랑,먹,으려고,간식,주문,한,건데,너무,맛있,게,잘,먹,었,습니다",3,1,1,T,
1352,1706,paledots,4,"맛있,는데,양,이,좀,적,어요",1,1,0,F,
1353,7943,쟈,3,실망,-1,-1,-1,T,
1354,7756,nms****,4.5,"깔끔,하,고,좋,아요",2,1,1,T,
1355,3632,로라공쥬,4,"핫초코,가,맛있,어요",1,1,1,T,
1356,3312,zxc080,5,"맛있,어요",1,1,1,T,
1357,8349,둥기당,4.5,"산미,적,고,보디,감,이,느껴,지,는,원두,로,선택,했,는데,굉장히,진하,고,묵직,한,느낌,이,었,습니다,브런치,세트,로,주문,할,때,스틱,으로,변경,하,는,거,추천,해요,조용,한,편,은,아니,었,지만,나름,의,복작거리,는,분위기,도,나쁘,지,않,았,어요",1,1,1,T,
1358,5311,배울,5,굿,1,1,1,T,
1359,877,지키미,5,"플레인,존맛",1,1,1,T,
1360,7202,냠냠쩝쩝꿀꺽,5,"넓,고,분위기,도,좋,아요",2,1,1,T,
1361,7326,hel****,5,최애,1,1,1,T,
1362,895,cherry7288,4,"먹,을,때,마다,항상,맛있,는,곳,근데,비싸,요",0,0,0,T,
1363,3352,aliceboa,4,"스타,벅스",0,0,0,T,
1364,2464,84seglo,4.5,"케이크,맛있,어요",1,1,1,T,
1365,4479,옌난나나,5,"공간,이,너무,좋,아요,집중,하,기,에,도,대화,를,나누,기,에,도",1,1,1,T,
1366,7715,년주,4,"매장,이,크,고,커피,가,맛있,어요,화장실,이,너무,낡,았,어요",1,1,0,F,
1367,2389,호랑이,5,"맛,이,좋,네요",1,1,1,T,
1368,2178,러블리히블리,5,"빵,커피,둘,다,맛있,어요,직원,분,들,도,항상,친절",2,1,1,T,
1369,3259,쿠리야,5,"코로나,때문,인지,테이블,이,떨어져,있,어서,좋,았,어요",0,0,1,F,
1370,1454,태주,5,"맛있,어요,웨이팅,했,어요",0,0,1,F,
1371,1379,주신아,4.5,"개인,적,으로,너무,단,거,빼,고,는,정말,맛있,어요,그리고,아몬드,버터,꼭,추가,하,기",1,1,1,T,
1372,6327,심플리스트,4.5,"성수동,에서,케이크,젤,맛난,집",1,1,1,T,
1373,8310,꿈고양이,4,"마카롱,유명",0,0,0,T,
1374,4042,ilipop9621,5,"분위기,가,좋,았,습니다,단체,석,도,있,고,다양,했,어요,커피,도,구수,했,고,빵,도,맛있,었,습니다,자주,들르,게,될,것,같,아요",4,1,1,T,
1375,2567,럽PD,5,"정말,여기,쌀,케이크,는,성수동,가시,면,꼭,드셔야,합니다",1,1,1,T,
1376,5007,yew****,5,"좋,아요",1,1,1,T,
1377,6439,오오오오오송,5,"유명,한,이유,가,있,어요",0,0,1,F,
1378,5417,임썽,5,"성수동,맛집,성,수동,핫플레이스,어니언,카페",2,1,1,T,
1379,8606,7ebor,5,"커피,맛있,는데,가격,이,엄청나,네요,한,번,쯤,가,보,기,에,는,괜찮,은,것,같,아요",1,1,1,T,
1380,8686,연금술사,5,"아이피,타임,1,123456789,a,바이산,2,f,baesan,2,f",0,0,0,T,
1381,7867,젠젠젠,4.5,"가격,이,좀,있,어요,그렇지만,분위기,도,좋,고,맛,도,좋,아요",2,1,1,T,
1382,6664,은은이,5,"카페,가,크,고,층,마다,인테리어,가,예뻐서,좋,아요",2,1,1,T,
1383,4539,씨앗속사과,5,"커피,는,괜찮,은,편,직접,담그,는,과일,첨,이랑,아이스티,가,상당히,괜찮,습니다,스콘,맛있,고,케이크,도,맛있,어요,얼,그레이,자몽,케이크,추천",1,1,1,T,
1384,3862,임경진,5,"스콘,이,아주,크,고,고소,해요,특히,팥,이,엄청,달,지,도,않,고,딱,좋,숨,다,커피,랑,싹싹,입니다",3,1,1,T,
1385,4383,007****,2,"카페,분위기,는,나쁘,지,않,으나,음료,가,비싸,고,맛없,음",-3,-1,-1,T,
1386,4267,SH,5,"디저트,맛집",1,1,1,T,
1387,8166,셔니,5,"공간,이,멋있,네요",1,1,1,T,
1388,7381,hanyarang,2,"사람,이,없,었,는데,음식,늦,게,나왔,습니다,벨,고장,같,은데,브런치,가,다,식,어서,빵,이,질겨서,먹,기,힘들,었,습니다,넓,은,매장,에,인원,이,작,아서,그런,거,같,은,데,그래도,음식,인데,안,가져가,면,불러라,도,주,시,던지,값,도,비싼,편,인데,이런,부분,은,신경,써,주,셨,으면,더,좋,을,거,같,습니다",0,0,-1,F,
1389,3986,771148,5,"커피,도,빵,도,굿",1,1,1,T,
1390,8643,fan****,3,"좋,아요",1,1,1,T,
1391,2647,아이니,5,"재,오픈,한,소소,하,게,를,방문,했,습니다,너무,맛있,는,쌀,케이크,를,먹,고,싶,다면,이곳,으로,오,세요",1,1,1,T,
1392,6153,할미새사촌,4.5,"마기,상용",0,0,1,F,
1393,920,mon****,5,"좋,아요",1,1,1,T,
1394,4951,할매님,5,"요즘,날씨,에,는,루프,탑,이,분위기,정말,좋,네요,힐링,하,고,왔,어요",2,1,1,T,
1395,6575,jhr6684,5,"친절,하,고,좋,아요",2,1,1,T,
1396,3106,고은선,4,"종,아,요",0,0,1,F,
1397,6766,싱꾸르끄,4,"으어,어어어어,어,엄청,넓,어요,고,시국,에,제격,인,카페,커피,맛,은,쏘쏘",1,1,0,F,
1398,1028,Cest la vie,5,"괜히,인기,많,은,게,아님",1,1,1,T,
1399,7894,hss****,4.5,"멋있,는,곳",1,1,1,T,
1400,5586,sungryoo,5,"성수동,프랜차이즈,카페,투썸",0,0,0,T,
1401,2309,정준혁,5,"분위기,좋,고,방역,관리,최고",2,1,1,T,
1402,2431,볼레,3.5,"사람,이,너무,많,아서,놀랐,네요,백설기,쑥,케이크,모두,보통,이,었,는데,무화과,프레지,에,가,너무,맛있,네요,그냥,빵,같,아요,그냥,빵,인가요,잘,먹,고,갑니다",-1,-1,1,F,
1403,6723,jun****,4.5,"분위기,좋,고,커피,도,맛나,고,주차,가,좀,아쉽",1,1,1,T,
1404,3606,sereeworld,3,"커피,는,괜찮,아요",-1,-1,1,F,
1405,8193,앙쥬,4,"빵,은,맛있,으나,아메리카노,외,음료,별로",0,0,0,T,
1406,4449,Heylee,5,"커피,진하,고,맛있,어요",2,1,1,T,
1407,3743,릴로,5,"너티,클라우드,는,항상,좋,아요,빵,은,아쉬워,요",0,0,0,T,
1408,1550,좋아라니,5,"맛있,고,포장,도,빠르,게,나왔,습니다",2,1,1,T,
1409,76,lam****,5,"너무,뀌,어,운,마스크,도,주,시,고,디저트,가,너,기여,와,용",1,1,1,T,
1410,3533,댕댕two,4.5,"아인슈타인,맛있,어요",1,1,1,T,
1411,1321,bobby,5,"매번,매장,에서,먹,다가,처음,으로,포장,주문,을,했,는데,친절,하,게,전화,도,받,아,주,시,고,포장,도,한,시간,거리,가,넘,었,는데,도,안,녹,게,포장,을,너무,잘,해,주,셔서,맛있,게,먹,었,습니다",3,1,1,T,
1412,8171,미농,4,"좋,아요",1,1,1,T,
1413,234,쁘뚱,5,"아아,가,역시,최고,네,유",2,1,1,T,
1414,7474,마랭,5,"인테리어,가,너무,멋졌,어요,테이블,간격,도,넓,어서,여유,있,게,시간,보낼,수,있,었,습니다,프렌치토스트,랑,파스타,도,만족",4,1,1,T,
1415,5566,pks****,3.5,"만족,함",1,1,1,T,
1416,7409,김진영,3,"분위기,좋,음",1,1,1,T,
1417,6444,러브썸,5,"분위기,엄청,좋,네,빵빵,한,노랫소리,도",2,1,1,T,
1418,494,김자은,4.5,"빵,진짜,너무,맛있,어요",1,1,1,T,
1419,7313,rnr****,5,"할아버지,공장",0,0,0,T,
1420,8550,러루라라,4,"핫플라,그런가,사람,이,너무,많,아요",1,1,0,F,
1421,2677,ys0820,4,"주문,이,밀리,는,거,말,고,는,좋,아요",1,1,1,T,
1422,284,wer****,5,"맛있,고,친절,해서,좋,아요,인테리어,에,신경,쓴,게,보여서,사진,찍,기,좋,아요",3,1,1,T,
1423,4804,hey****,5,"분위기,좋,아요",1,1,1,T,
1424,3290,zuseshin,3,"스타,벅스,성수,역점,스타,벅스",0,0,0,T,
1425,2718,nodiet,5,"친절,해요",1,1,1,T,
1426,4991,juwon,5,"귯,일,주일,에,몇,번,가,는지,모르,겠,어요,두,번,이나,갔,어요",-1,-1,1,F,
1427,6730,스나이퍼,4,"커피,값,이,비싸,진,건가요",-1,-1,-1,T,
1428,5994,glduddl,5,"좋,아요",1,1,1,T,
1429,1053,요잉,5,"진짜,존맛,위치,가,너무,애매,하,네요,너무,멀,어요",0,0,0,T,
1430,2370,달나라인,5,"정말,맛있,음",1,1,1,T,
1431,3059,미소꽃,3.5,굿,1,1,1,T,
1432,3277,zuseshin,3,"성수,역점,스타,벅스,체리",0,0,0,T,
1433,843,하늘이,4,"플레인,은,좀,느끼,하,고,바질,이,맛있,어요",0,0,0,T,
1434,3731,백수팝콘,5,"육,지도,를,의,너,티커,피,는,말,안,해도,굿",1,1,1,T,
1435,8376,헤헤,4.5,"커피,맛있,고,자리,가,많,아서,좋,았,어요",3,1,1,T,
1436,2940,cho****,5,"항상,친절,해서,좋,아요",2,1,1,T,
1437,4101,미실,4,"의자,는,좀,불편,했,지만,자몽,스무디,는,맛있,었,어요",0,0,0,T,
1438,2831,pearl,5,"좋,아요",1,1,1,T,
1439,74,예진,5,"귀엽,고,사장,님,친절,하,신,곳,담,에,또,가,야지",2,1,1,T,
1440,7738,고도리,4,"맛있,어요,베이커리,종류,가,다양,해서,정말,행복,합니다,커피,도,나쁘,진,않,은데,원두,별,로,차이,는,별로,없,는,듯",1,1,1,T,
1441,5201,최승아,3,"팡도르,하,고,당근,주스,먹,었,는데,당근,주스,는,정말,생,당근,향,났,어요,시중,에,파,는,당근,주스,생각,하,시,면,안,드,시,는,게,좋,을,것,같,아요,팡,도,르,약간,던킨,도넛,맛,났,는데,좀,더,부드러운,느낌,맛있,었,어요",3,1,1,T,
1442,2979,bani,5,맛집,1,1,1,T,
1443,4352,솔잉,4,"케이크,가,맛있,는,곳",1,1,1,T,
1444,8498,예니니,5,"크,고,아름답,다,커피,도,굿",1,1,1,T,
1445,7451,HH,5,101,0,0,0,T,
1446,7089,nayajun,4,"넓,어,개방,감,있,어,요즘,같,은,가을,날씨,에,좋,습니다,커피,는,쓰,지,도,않,고,시지,도,않,은,보리차,같,은,느낌",3,1,0,F,
1447,5033,그로밋,5,"빵,맛있,어요,분위기,도,좋,아요,사람,은,정말,많,아요",3,1,1,T,
1448,288,룰루랄라,5,"지나가,다,귀여워서,들어오,게,된,덴데,젤라,또,너무,맛있,고,너무,친절,하,세요,앉,자마자,잘,왔,다고,했,네요,친구,랑",5,1,1,T,
1449,7319,Julia,3.5,"분위기,는,좋,으나,가격,이,좀,세요",1,1,0,F,
1450,8428,mic****,4,"맛있,긴,해요",1,1,1,T,
1451,1482,lydh,4.5,"너무,맛있,어요,서울숲,이랑,거리,가,좀,있,긴,했,는데,그렇게,멀,지,는,않,아서,좋,았,어요,라즈베리,시켰,는데,보,냉,도,확실,하,게,해,주,시,고,포장,도,흐트러지,지,않,아서,너무,좋,아요,수저,를,제,가,하나,모르,고,못,받,아서,둘,이,서,하나,로,먹,었,지만,수저,개수,를,한,번,더,언급,해,주,셔,듀,좋,을,것,같,아요,그레,놀,라도,맛있,고,과일,도,맛있,고,다,좋,았,어요",4,1,1,T,
1452,4548,랄란,5,"스콘,이,맛있,어요",1,1,1,T,
1453,73,shy****,5,"노랑,의,향연,이쁘,다",2,1,1,T,
1454,3985,민정2,4,"비싸,지만,맛,은,있,음",-1,-1,0,F,
1455,5838,lovethevibe,5,"단,거,좋,아,하,면,버터,쿠키,라테,를,드셔,보,세요,시그,니,처,메뉴,라,더욱,고소,하,고,맛나,요",4,1,1,T,
1456,4061,Jay,3,"역,에서,가까운,편안,한,카페,에,요,자리,가,편하,고,소파,가,넓,어서,널브러져,있,기,에,좋,아요,성수",4,1,1,T,
1457,2101,먀먀,3.5,"점심,에,커피,할인,되,고,시원,하,고,좋,아요,빵,맛집",2,1,1,T,
1458,1054,Jjjiia,4,"계산,후,집,에,오,니,크림치즈,가,없,네요,앞,에,놓인,것,을,셀,프로,담,아야,했,다면,안,내,라도,해,주,셨,으면,좋,았,을,텐데",0,0,-1,F,
1459,4989,배고프지않냐,5,"베이커리,카페,는,맛집,이,라,불리,는,곳,중,에,인기,거품,많이,낀,곳,이,있,는데,여긴,자주,찾,게,돼요,직원,분,들,도,친절,하,시,고요",3,1,1,T,
1460,3911,2sa,5,굿,1,1,1,T,
1461,3802,생긋,5,"예쁜데,맛,도,좋,았,어요",2,1,1,T,
1462,5562,비비,5,"스트로베리,초코,생크림,케이크,가,있,어서,갔,어요,좋,네요",1,1,1,T,
1463,1870,Stellar,5,"너무,좋,아요,맛있,어요",2,1,1,T,
1464,4725,요롤레히,3,"팡도르,는,별로,임",-1,-1,-1,T,
1465,4262,qhq****,3.5,"아인,슈페너,너무,양,이,적,었,어요,돈,을,좀,다,올리,고,양,을,좀,늘렸,으면,더,좋,았,을,것,같,습니다",1,1,-1,F,
1466,8540,조지은,5,"성수동,카페,추천",1,1,1,T,
1467,5113,ilu****,5,"카피,도,빵,도,맛나,요",1,1,1,T,
1468,4901,mayqeenlee,5,"분위기,멋,짐",0,0,1,F,
1469,145,손수진,5,"맛있,어요,좋아요,추천,드려요",3,1,1,T,
1470,4451,solhah,4.5,"케이크,맛집",1,1,1,T,
1471,2075,uinm,4,"브라우니,캐러멜,얼,그레,이,브라우니,에,아이스크림,추가,해서,맛있,게,먹,었,습니다",1,1,1,T,
1472,4336,이보민,4,"맛,은,나쁘,지,않,고,분위기,도,깔끔,하,고,좋,아요,호호호",1,1,1,T,
1473,7615,husuke,4,"좋,아요",1,1,1,T,
1474,4555,민채,5,"분위기,도,좋,고,맛,도,있,어요",1,1,1,T,
1475,4614,hye6568,4,"분위기,가,일단,이뻐서,들어가,게,됐,어요,분위기,는,좋,은데,음료,는,그냥,그냥,그랬,어요,생각,보다,는,음료,맛,은",-1,-1,0,F,
1476,8214,김현지,4,"맛있,어요",1,1,1,T,
1477,7432,뱝,3,"넓,고,좋,은,데,맛없,어요",1,1,0,F,
1478,5460,zxsxx,1,"직원,은,친절,했,지만,빵,이,영,진짜,비싼,데,맛,이,없,었,어요,팡도르",0,0,-1,F,
1479,3836,리즈진,4,"음료,케이크,맛있,어요,테이블,간,간격,이,좁,은,편,이,에요",1,1,1,T,
1480,496,anyeung,4,"딱딱,한,바게트,가,개취,버터,향,도,좋,았,고,패키지,디자인,이,마음,에,들,었,음",0,0,1,F,
1481,6888,목표,4,"카페,분위기,너무,좋,아요,커피,맛,은,쏘쏘",0,0,0,T,
1482,4895,돈정이,5,"굿,굿",2,1,1,T,
1483,6290,wwssdodo,5,"너무,좋,아요,빵,도,맛있,고,분위기,굿,굿",4,1,1,T,
1484,4116,바깥양반,5,"굿,굿",2,1,1,T,
1485,1081,짐일안,5,"신,사점,에서,줄,서,서,사,먹,었,던,곳,인데,성수,에,매장,이,크,게,생겼,네요,아직,공사,중,이,라서,포장,만,가능,하,다고,합니다,2134,저,는,플레인,이,가장,취향,이,었,고,대파,크림치즈,는,처음,사,봤,는데,달달,한,크로,플레,어울리,는,담백,꼬,소파,맛,이,에요,채,썬,파,가,들어갔,는데,생각,보다,취향,나중,에,매장,이용,하,러,또,갈,듯",3,1,1,T,
